-0.3036,-0.0108,-0.2984,-0.01592,-0.2683,-0.1121
-0.2754,-0.002336,-0.3078,0.005417,-0.2551,-0.1531
-0.1128,0.06221,-0.4087,0.1653,-0.2136,-0.3939
-0.052329999999999995,0.08307,-0.4341,0.2126,-0.1858,-0.4779
-0.2034,0.03171,-0.3491,0.05897,-0.2102,-0.2784
-0.2575,-0.0005811,-0.2936,0.0041259999999999995,-0.2174,-0.1792
-0.2534,-0.01042,-0.2721,-0.0005017,-0.2083,-0.1655
-0.2815,-0.02717,-0.2405,-0.033260000000000005,-0.2086,-0.1153
-0.2972,-0.040780000000000004,-0.2132,-0.05376,-0.2071,-0.07844
-0.3098,-0.05101,-0.1909,-0.0695,-0.2061,-0.0488
-0.3723,-0.02217,-0.2288,-0.09986,-0.2231,-0.04952
-0.4038,-0.029660000000000002,-0.2137,-0.124,-0.2306,-0.01375
-0.3494,-0.0687,-0.1403,-0.1064,-0.2078,0.02495
-0.2979,-0.059289999999999995,-0.1449,-0.07073,-0.191,-0.02226
-0.2788,-0.04411,-0.1572,-0.04895,-0.1855,-0.04975
-0.2513,-0.03617,-0.1573,-0.026269999999999998,-0.1755,-0.07022
-0.2267,-0.02337,-0.1647,-0.002541,-0.1672,-0.0949
-0.2053,-0.009418000000000001,-0.1738,0.01994,-0.1602,-0.1175
-0.2131,-0.058289999999999995,-0.1002,-0.002151,-0.1664,-0.02102
-0.1891,-0.044469999999999996,-0.1093,0.0224,-0.1605,-0.04268
-0.1341,0.03507,-0.2027,0.09247000000000001,-0.1383,-0.1877
-0.1264,0.06281,-0.23,0.1084,-0.1315,-0.2216
-0.1223,0.07305,-0.235,0.1138,-0.1266,-0.2268
-0.1135,0.08914,-0.2476,0.1245,-0.1194,-0.2449
-0.1116,0.09702999999999999,-0.2507,0.1269,-0.1145,-0.2477
-0.1133,0.09951,-0.2479,0.1248,-0.111,-0.2418
-0.2051,0.1555,-0.3447,0.1154,-0.1672,-0.2506
-0.2583,0.1451,-0.341,0.08292999999999999,-0.1901,-0.202
-0.1951,0.0742,-0.2169,0.07032000000000001,-0.1415,-0.1345
-0.1539,0.0431,-0.1714,0.05827,-0.1099,-0.1408
-0.1579,0.01975,-0.1404,0.03876,-0.1056,-0.1123
-0.1503,-0.01113,-0.09756000000000001,0.02201,-0.09623999999999999,-0.08176
-0.1463,-0.03639,-0.06375,0.006953,-0.0901,-0.056979999999999996
-0.1447,-0.05852,-0.03477,-0.006529999999999999,-0.08676,-0.03385
-0.1047,-0.07044,-0.014219999999999998,0.01084,-0.07106,-0.044860000000000004
-0.08267000000000001,-0.07637999999999999,-0.001603,0.015430000000000001,-0.05931,-0.05325
-0.115,-0.08383,0.003776,-0.01406,-0.06926,-0.030060000000000003
-0.1298,-0.1021,0.0253,-0.030389999999999997,-0.07585,0.0006556
-0.1221,-0.1075,0.03507,-0.03127,-0.07225,0.001768
-0.1197,-0.1053,0.034960000000000005,-0.03279,-0.07067000000000001,-0.0030399999999999997
-0.1119,-0.09863,0.031310000000000004,-0.029960000000000004,-0.0662,-0.01563
-0.1003,-0.08687,0.02311,-0.024059999999999998,-0.05902999999999999,-0.03611
0.025639999999999996,-0.1088,0.1034,-0.009384,0.037739999999999996,-0.09449
0.1008,-0.1057,0.133,0.0131,0.08888,-0.1369
0.0031309999999999997,-0.03971,0.009268,0.01132,0.01568,-0.1583
-0.05604,0.004727,-0.04988,0.02565,-0.029769999999999998,-0.1368
-0.04408,0.028560000000000002,-0.06935,0.04081,-0.02317,-0.1614
-0.05586,0.059370000000000006,-0.1049,0.05017,-0.03115,-0.1787
-0.061779999999999995,0.08208,-0.1289,0.05756,-0.034480000000000004,-0.1915
-0.06491,0.09999,-0.1469,0.062439999999999996,-0.03474,-0.2032
-0.1214,0.1169,-0.186,0.05499,-0.07534,-0.1797
-0.1464,0.1238,-0.2023,0.04765,-0.09027,-0.1719
-0.09648,0.1171,-0.17,0.058179999999999996,-0.05255,-0.1891
-0.07094,0.1107,-0.1556,0.0533,-0.029660000000000002,-0.2088
-0.07305,0.1003,-0.1443,0.044160000000000005,-0.027639999999999998,-0.1998
-0.06781000000000001,0.08463999999999999,-0.1251,0.03701,-0.02222,-0.1895
-0.06698,0.06702999999999999,-0.1059,0.02837,-0.02047,-0.1747
-0.06876,0.04709,-0.08544,0.0195,-0.0218,-0.1552
-0.151,0.0597,-0.1381,0.008611,-0.08696,-0.1181
-0.1918,0.04186,-0.1389,-0.008833,-0.118,-0.08126
-0.1202,-0.008497,-0.04824,-0.006592,-0.06784,-0.06526
-0.07865,-0.03945,-0.005093,-0.01686,-0.0371,-0.07712999999999999
-0.07512,-0.05987000000000001,0.01715,-0.02412,-0.03638,-0.061360000000000005
-0.05798,-0.07792,0.042730000000000004,-0.0257,-0.02684,-0.0541
-0.0454,-0.08967,0.06014,-0.02557,-0.02075,-0.0485
-0.035,-0.09631,0.07192,-0.022619999999999998,-0.01694,-0.04348
-0.01112,-0.1278,0.114,-0.01814,-0.009776,-0.01739
