-0.1369,0.004816,-0.1187,0.07757,-0.1038,-0.05844
-0.1098,0.006784999999999999,-0.1196,0.09534,-0.09502000000000001,-0.08112
0.05442,0.0544,-0.2045,0.2549,-0.06426,-0.2914
0.1241,0.07091,-0.2271,0.3096,-0.0414,-0.3708
-0.03438,0.023530000000000002,-0.1454,0.1431,-0.06571,-0.169
-0.09136,-0.011559999999999999,-0.08965,0.07943,-0.07522000000000001,-0.06508
-0.08112,-0.02386,-0.07028999999999999,0.07594,-0.06883,-0.053489999999999996
-0.1062,-0.04143,-0.04388,0.041280000000000004,-0.0718,-0.008565000000000001
-0.1173,-0.056029999999999996,-0.02313,0.0201,-0.07285,0.020030000000000003
-0.1237,-0.06738999999999999,-0.008239,0.004536,-0.07378,0.03822
-0.1811,-0.043039999999999995,-0.05376,-0.028239999999999998,-0.09242,0.02422
-0.2162,-0.05449,-0.04618,-0.06175,-0.1052,0.05542999999999999
-0.1535,-0.09233999999999999,0.01694,-0.042660000000000003,-0.08294,0.07884
-0.09576,-0.08602,0.004376,-0.006364,-0.0688,0.01952
-0.07744,-0.0776,-0.015319999999999999,0.008105,-0.06808,-0.01661
-0.05005,-0.07502,-0.023819999999999997,0.02427,-0.06217999999999999,-0.04745
-0.026289999999999997,-0.06837,-0.03891,0.03943,-0.0572,-0.08282
-0.008181,-0.061970000000000004,-0.05458,0.0508,-0.05413,-0.1138
-0.02264,-0.1115,0.007909999999999999,0.01454,-0.0622,-0.030889999999999997
-0.005807,-0.1062,-0.007428,0.02599,-0.061489999999999996,-0.05847
0.04372,-0.04052,-0.1037,0.08532999999999999,-0.04677,-0.2065
0.0419,-0.02175,-0.1362,0.08551,-0.04526,-0.2443
0.03393,-0.01932,-0.1463,0.07433,-0.04629,-0.2512
0.030560000000000004,-0.01143,-0.1633,0.06907,-0.04526,-0.2697
0.01914,-0.01069,-0.1709,0.05533,-0.0465,-0.2719
0.003285,-0.0144,-0.1728,0.03737,-0.04935,-0.2645
-0.1054,0.026260000000000002,-0.2738,0.004285,-0.114,-0.2763
-0.1782,0.008706,-0.2749,-0.04942,-0.145,-0.2235
-0.1274,-0.0541,-0.1588,-0.06684,-0.1008,-0.1498
-0.09959,-0.0802,-0.1191,-0.08146,-0.07649,-0.1454
-0.1183,-0.104,-0.09357,-0.1106,-0.07915,-0.1116
-0.1243,-0.1316,-0.058910000000000004,-0.1334,-0.07672999999999999,-0.07748
-0.1335,-0.1541,-0.033139999999999996,-0.154,-0.07781,-0.0496
-0.1435,-0.1733,-0.01247,-0.1717,-0.08121,-0.02514
-0.1131,-0.1832,0.00011520000000000001,-0.1565,-0.07336000000000001,-0.0346
-0.0998,-0.1856,0.003357,-0.1517,-0.06892000000000001,-0.04437
-0.1418,-0.1894,-0.0002758,-0.1832,-0.08507999999999999,-0.02345
-0.1649,-0.2038,0.01236,-0.2007,-0.09722,0.004618
-0.163,-0.2053,0.01329,-0.1994,-0.09921,0.002349
-0.1652,-0.1996,0.005012,-0.198,-0.1027,-0.006443000000000001
-0.1616,-0.1905,-0.005912,-0.1911,-0.1039,-0.02171
-0.1535,-0.177,-0.0207,-0.1799,-0.1027,-0.04417
-0.02804,-0.1874,0.05609,-0.145,-0.01135,-0.08979
0.04965,-0.1788,0.08233,-0.1076,0.03676,-0.1298
-0.048,-0.1222,-0.04634,-0.1133,-0.03929,-0.1679
-0.1079,-0.08915,-0.1076,-0.1047,-0.08757999999999999,-0.1593
-0.09447,-0.06582,-0.1289,-0.08058,-0.08434,-0.185
-0.1032,-0.03755,-0.1649,-0.0643,-0.09358999999999999,-0.2068
-0.1065,-0.01656,-0.1882,-0.04852,-0.09851,-0.2207
-0.1076,0.0001315,-0.2046,-0.03414,-0.1007,-0.2306
-0.1624,0.014519999999999998,-0.2439,-0.0366,-0.1421,-0.2122
-0.1862,0.02008,-0.2576,-0.03508,-0.159,-0.201
-0.132,0.02069,-0.2238,-0.006834999999999999,-0.1215,-0.2117
-0.1035,0.01983,-0.2057,0.005521,-0.09954,-0.2216
-0.1029,0.01258,-0.1906,0.009156999999999998,-0.09766,-0.2064
-0.09496,0.0020989999999999997,-0.1685,0.015280000000000002,-0.09172000000000001,-0.1907
-0.09135,-0.010790000000000001,-0.1456,0.01891,-0.08892,-0.1706
-0.09039,-0.025830000000000002,-0.1215,0.0213,-0.08865,-0.1467
-0.1707,-0.01612,-0.172,0.011,-0.1519,-0.1166
-0.2097,-0.03123,-0.1697,-0.0015220000000000001,-0.1804,-0.08075
-0.137,-0.06828,-0.0766,0.01668,-0.1288,-0.05384
-0.09317,-0.08825,-0.029330000000000002,0.0221,-0.09623999999999999,-0.05561
-0.08782000000000001,-0.1044,-0.002862,0.02134,-0.09294,-0.03733
-0.06988,-0.1167,0.02522,0.026389999999999997,-0.08159,-0.02787
-0.0543,-0.1217,0.04431,0.0314,-0.07084,-0.02568
-0.039760000000000004,-0.1215,0.05753,0.03714,-0.060489999999999995,-0.027739999999999997
-0.01229,-0.1433,0.1005,0.04348,-0.04531,-0.009146
0.0121,-0.1373,0.1122,0.05461,-0.028589999999999997,-0.01909
0.01299,-0.09519,0.07311000000000001,0.06276,-0.02168,-0.06201
0.013219999999999999,-0.07017000000000001,0.05546,0.0687,-0.01735,-0.07902
0.02599,-0.046310000000000004,0.04535,0.07656,-0.0033090000000000003,-0.1006
0.036,-0.016640000000000002,0.02876,0.08353,0.01094,-0.1266
